repo,contributor_id,task_type,file_count,commit_count,core_status
btel/svg_utils,shervinsahba,other,1,1,core
btel/svg_utils,Jam-Iko,documentation,2,2,peripheral
btel/svg_utils,khushishikhu,documentation,13,13,core
btel/svg_utils,abhisht51,documentation,3,3,peripheral
btel/svg_utils,CSCreator,source,1,1,peripheral
btel/svg_utils,malfatti,source,1,1,peripheral
btel/svg_utils,fkrecinic,source,1,1,peripheral
btel/svg_utils,ziererf,source,2,2,peripheral
btel/svg_utils,technic,source,4,4,peripheral
btel/svg_utils,schlpbch,documentation,1,1,peripheral
btel/svg_utils,ErickMR19,source,2,2,peripheral
btel/svg_utils,sjmf,source,8,6,core
btel/svg_utils,CrazyPython,documentation,2,2,peripheral
btel/svg_utils,samuelba,source,2,2,peripheral
btel/svg_utils,brghena,source,1,1,peripheral
btel/svg_utils,bradjc,source,2,1,peripheral
btel/svg_utils,neurodroid,source,2,1,peripheral
btel/svg_utils,willwade,source,2,2,peripheral
btel/svg_utils,esc,documentation,1,1,peripheral
jackaudio/jack2,0EVSG,config,7,7,core
jackaudio/jack2,0EVSG,source,38,16,core
jackaudio/jack2,0EVSG,other,3,3,core
jackaudio/jack2,0EVSG,test,1,1,core
jackaudio/jack2,falkTX,config,61,55,core
jackaudio/jack2,falkTX,documentation,42,42,core
jackaudio/jack2,falkTX,source,566,125,core
jackaudio/jack2,falkTX,other,275,95,core
jackaudio/jack2,falkTX,test,6,4,core
jackaudio/jack2,sthibaul,source,2,1,peripheral
jackaudio/jack2,Dekker500,other,1,1,peripheral
jackaudio/jack2,thesamesam,source,12,1,peripheral
jackaudio/jack2,nphilipp,other,2,1,peripheral
jackaudio/jack2,nphilipp,source,37,1,peripheral
jackaudio/jack2,nphilipp,test,1,1,peripheral
jackaudio/jack2,agraef,source,2,1,peripheral
jackaudio/jack2,sletz,source,1270,336,core
jackaudio/jack2,sletz,other,347,105,core
jackaudio/jack2,sletz,config,11,11,core
jackaudio/jack2,sletz,documentation,1,1,core
jackaudio/jack2,sletz,test,5,3,core
jackaudio/jack2,cclauss,config,2,1,peripheral
jackaudio/jack2,luzpaz,source,89,3,core
jackaudio/jack2,luzpaz,other,9,2,core
jackaudio/jack2,luzpaz,documentation,3,3,core
jackaudio/jack2,DaanDeMeyer,source,2,1,peripheral
jackaudio/jack2,Krasjet,source,3,2,peripheral
jackaudio/jack2,dvzrv,other,47,29,core
jackaudio/jack2,dvzrv,config,12,10,core
jackaudio/jack2,dvzrv,source,8,7,core
jackaudio/jack2,dvzrv,documentation,7,6,core
jackaudio/jack2,nick87720z,other,1,1,peripheral
jackaudio/jack2,Be-ing,source,1,1,peripheral
jackaudio/jack2,aditpape,source,1,1,peripheral
jackaudio/jack2,Biswa96,other,1,1,peripheral
jackaudio/jack2,amurzeau,other,2,1,peripheral
jackaudio/jack2,tartina,other,3,3,core
jackaudio/jack2,tartina,source,4,4,core
jackaudio/jack2,claudiocabral,source,3,1,peripheral
jackaudio/jack2,traud,source,6,1,peripheral
jackaudio/jack2,trap000d,source,1,1,peripheral
jackaudio/jack2,mekanix,other,7,2,peripheral
jackaudio/jack2,mekanix,source,9,2,peripheral
jackaudio/jack2,valpackett,other,3,3,core
jackaudio/jack2,valpackett,source,4,4,core
jackaudio/jack2,camille-sound4,source,6,1,peripheral
jackaudio/jack2,ihsinme,source,1,1,peripheral
jackaudio/jack2,p--b,documentation,1,1,peripheral
jackaudio/jack2,p--b,other,1,1,peripheral
jackaudio/jack2,p--b,source,5,1,peripheral
jackaudio/jack2,kraj,other,1,1,peripheral
jackaudio/jack2,kraj,source,1,1,peripheral
jackaudio/jack2,scopatz,source,1,1,peripheral
jackaudio/jack2,cme,source,11,1,peripheral
jackaudio/jack2,chzchzchz,source,2,1,peripheral
jackaudio/jack2,robertchin,source,2,1,peripheral
jackaudio/jack2,anokfireball,source,1,1,peripheral
jackaudio/jack2,lucianoiam,other,6,2,core
jackaudio/jack2,lucianoiam,config,1,1,core
jackaudio/jack2,lucianoiam,source,54,7,core
jackaudio/jack2,automaciej,source,2,2,peripheral
jackaudio/jack2,joshuarubin,other,1,1,peripheral
jackaudio/jack2,fps,source,2,2,peripheral
jackaudio/jack2,fps,other,1,1,peripheral
jackaudio/jack2,mxmilkiib,documentation,1,1,peripheral
jackaudio/jack2,davidebeatrici,source,1,1,peripheral
jackaudio/jack2,DeviLaxmii,source,4,4,peripheral
jackaudio/jack2,HenryHu,source,1,1,peripheral
jackaudio/jack2,BrunoVernay,source,1,1,peripheral
jackaudio/jack2,BrunoVernay,other,1,1,peripheral
jackaudio/jack2,kmatheussen,source,14,7,core
jackaudio/jack2,kmatheussen,other,1,1,core
jackaudio/jack2,imaami,source,1,1,peripheral
jackaudio/jack2,yasij,source,1,1,peripheral
jackaudio/jack2,7890,documentation,6,6,core
jackaudio/jack2,7890,source,73,44,core
jackaudio/jack2,7890,other,11,7,core
jackaudio/jack2,7890,config,3,3,core
jackaudio/jack2,7890,test,1,1,core
jackaudio/jack2,mgeier,source,2,2,peripheral
jackaudio/jack2,rncbc,source,28,4,peripheral
jackaudio/jack2,rncbc,other,2,1,peripheral
jackaudio/jack2,vikwil,source,3,2,peripheral
jackaudio/jack2,arre525,source,1,1,peripheral
jackaudio/jack2,shurizzle,source,5,1,peripheral
jackaudio/jack2,shurizzle,other,1,1,peripheral
jackaudio/jack2,trebmuh,other,3,3,peripheral
jackaudio/jack2,trebmuh,source,2,1,peripheral
jackaudio/jack2,l1n,source,3,1,peripheral
jackaudio/jack2,karllinden,other,144,96,core
jackaudio/jack2,karllinden,source,686,28,core
jackaudio/jack2,karllinden,test,5,5,core
jackaudio/jack2,karllinden,documentation,2,2,core
jackaudio/jack2,karllinden,config,5,5,core
jackaudio/jack2,mildsunrise,source,8,7,core
jackaudio/jack2,jamespthomas,source,3,3,peripheral
jackaudio/jack2,stratakis,other,1,1,peripheral
jackaudio/jack2,adiknoth,source,284,48,core
jackaudio/jack2,adiknoth,other,160,54,core
jackaudio/jack2,adiknoth,config,7,3,core
jackaudio/jack2,adiknoth,test,2,1,core
jackaudio/jack2,m-grabner,source,2,1,peripheral
jackaudio/jack2,sdrik,other,7,4,core
jackaudio/jack2,sdrik,source,18,9,core
jackaudio/jack2,y-fujii,source,5,4,peripheral
jackaudio/jack2,y-fujii,other,2,1,peripheral
jackaudio/jack2,fjapinteric,source,2,1,peripheral
jackaudio/jack2,schnitzeltony,source,3,3,peripheral
jackaudio/jack2,schnitzeltony,other,1,1,peripheral
jackaudio/jack2,EdwardBetts,source,1,1,peripheral
jackaudio/jack2,mseeber,source,8,8,core
jackaudio/jack2,mseeber,other,3,1,core
jackaudio/jack2,dehnhardt,source,3,3,peripheral
jackaudio/jack2,tpetazzoni,source,1,1,peripheral
jackaudio/jack2,tpetazzoni,other,1,1,peripheral
jackaudio/jack2,jcowgill,source,1,1,peripheral
jackaudio/jack2,tSed,source,1,1,peripheral
jackaudio/jack2,tSed,other,1,1,peripheral
jackaudio/jack2,gportay,source,4,4,peripheral
jackaudio/jack2,bkuhls,source,1,1,peripheral
jackaudio/jack2,bmwiedemann,other,1,1,peripheral
jackaudio/jack2,Jajcus,source,1,1,peripheral
jackaudio/jack2,andrewrk,source,1,1,peripheral
jackaudio/jack2,escitalopram,source,1,1,peripheral
jackaudio/jack2,maksqwe,source,1,1,peripheral
jackaudio/jack2,Vampouille,source,1,1,peripheral
jackaudio/jack2,nedko,source,1352,80,core
jackaudio/jack2,nedko,other,420,49,core
jackaudio/jack2,nedko,config,13,8,core
jackaudio/jack2,nedko,test,4,3,core
jackaudio/jack2,mojofunk,other,3,3,peripheral
jackaudio/jack2,mojofunk,source,1,1,peripheral
jackaudio/jack2,KimJeongYeon,other,9,6,core
jackaudio/jack2,KimJeongYeon,source,59,5,core
jackaudio/jack2,KimJeongYeon,config,3,3,core
jackaudio/jack2,KimJeongYeon,documentation,1,1,core
jackaudio/jack2,KimJeongYeon,test,3,1,core
jackaudio/jack2,4c0n,source,1,1,peripheral
jackaudio/jack2,olafhering,other,1,1,peripheral
jackaudio/jack2,x42,source,29,9,core
jackaudio/jack2,x42,other,4,3,core
jackaudio/jack2,odurc,source,1,1,peripheral
jackaudio/jack2,smiszym,source,2,2,peripheral
jackaudio/jack2,Igevorse,source,1,1,peripheral
jackaudio/jack2,valentindavid,source,1,1,peripheral
jackaudio/jack2,flatmax,source,71,6,core
jackaudio/jack2,flatmax,other,22,9,core
jackaudio/jack2,flatmax,config,2,2,core
jackaudio/jack2,flatmax,documentation,1,1,core
jackaudio/jack2,flatmax,test,3,1,core
jackaudio/jack2,farwayer,other,1,1,peripheral
jackaudio/jack2,farwayer,source,1,1,peripheral
jackaudio/jack2,e9925248,source,1,1,peripheral
jackaudio/jack2,e9925248,other,2,2,peripheral
jackaudio/jack2,elboulangero,source,2,1,peripheral
jackaudio/jack2,agraf,source,1,1,peripheral
jackaudio/jack2,eliotb,other,1,1,peripheral
jackaudio/jack2,dmanam,source,1,1,peripheral
jackaudio/jack2,torbenh3,source,218,54,core
jackaudio/jack2,torbenh3,other,19,13,core
supercollider/supercollider,HotwheelsSisyphus,other,26,14,peripheral
supercollider/supercollider,dyfer,documentation,497,255,core
supercollider/supercollider,dyfer,other,2603,407,core
supercollider/supercollider,dyfer,source,1144,237,core
supercollider/supercollider,dyfer,config,349,280,core
supercollider/supercollider,capital-G,other,721,89,core
supercollider/supercollider,capital-G,source,650,87,core
supercollider/supercollider,capital-G,documentation,84,43,core
supercollider/supercollider,capital-G,config,63,41,core
supercollider/supercollider,capital-G,test,3,3,core
supercollider/supercollider,lnihlen,source,46,40,core
supercollider/supercollider,lnihlen,other,20,13,core
supercollider/supercollider,lnihlen,documentation,3,1,core
supercollider/supercollider,xunil-cloud,source,14,6,peripheral
supercollider/supercollider,xunil-cloud,documentation,1,1,peripheral
supercollider/supercollider,xunil-cloud,other,2,2,peripheral
supercollider/supercollider,xunil-cloud,config,1,1,peripheral
supercollider/supercollider,LFSaw,other,123,58,core
supercollider/supercollider,LFSaw,source,10,6,core
supercollider/supercollider,dependabot[bot],config,30,7,peripheral
supercollider/supercollider,unthingable,other,2,2,peripheral
supercollider/supercollider,JordanHendersonMusic,source,144,34,core
supercollider/supercollider,JordanHendersonMusic,documentation,3,2,core
supercollider/supercollider,JordanHendersonMusic,other,81,27,core
supercollider/supercollider,JordanHendersonMusic,config,3,1,core
supercollider/supercollider,mtmccrea,other,563,204,core
supercollider/supercollider,mtmccrea,source,64,57,core
supercollider/supercollider,mtmccrea,documentation,5,3,core
supercollider/supercollider,prko,documentation,12,8,core
supercollider/supercollider,prko,other,392,90,core
supercollider/supercollider,prko,source,58,6,core
supercollider/supercollider,prko,config,1,1,core
supercollider/supercollider,dantepfer,other,3,1,peripheral
supercollider/supercollider,dantepfer,source,2,1,peripheral
supercollider/supercollider,tedmoore,other,82,4,peripheral
supercollider/supercollider,tedmoore,source,2,1,peripheral
supercollider/supercollider,telephon,other,2863,952,core
supercollider/supercollider,telephon,source,1217,218,core
supercollider/supercollider,telephon,documentation,148,49,core
supercollider/supercollider,telephon,config,19,13,core
supercollider/supercollider,telephon,test,20,5,core
supercollider/supercollider,josephine-wolf-oberholtzer,source,2,1,peripheral
supercollider/supercollider,josephine-wolf-oberholtzer,other,1,1,peripheral
supercollider/supercollider,jamshark70,other,674,312,core
supercollider/supercollider,jamshark70,source,77,50,core
supercollider/supercollider,jamshark70,config,4,2,core
supercollider/supercollider,jamshark70,documentation,6,3,core
supercollider/supercollider,martindupras,other,4,4,peripheral
supercollider/supercollider,passyur,source,10,4,peripheral
supercollider/supercollider,passyur,documentation,5,2,peripheral
supercollider/supercollider,passyur,other,23,3,peripheral
supercollider/supercollider,DSastre,other,2,2,peripheral
supercollider/supercollider,code2music,other,1,1,peripheral
supercollider/supercollider,armandiB,other,4,3,peripheral
supercollider/supercollider,armandiB,source,1,1,peripheral
supercollider/supercollider,wortsampler,documentation,2,2,peripheral
supercollider/supercollider,elgiano,source,149,49,core
supercollider/supercollider,elgiano,other,115,62,core
supercollider/supercollider,elgiano,documentation,7,6,core
supercollider/supercollider,elgiano,config,2,2,core
supercollider/supercollider,markk,other,1,1,peripheral
supercollider/supercollider,redFrik,documentation,34,10,core
supercollider/supercollider,redFrik,other,978,78,core
supercollider/supercollider,redFrik,source,100,8,core
supercollider/supercollider,redFrik,config,15,4,core
supercollider/supercollider,mxw,other,7,6,peripheral
supercollider/supercollider,djiamnot,documentation,1,1,peripheral
supercollider/supercollider,djiamnot,config,1,1,peripheral
supercollider/supercollider,djiamnot,source,1,1,peripheral
supercollider/supercollider,adcxyz,other,94,43,core
supercollider/supercollider,adcxyz,source,1,1,core
supercollider/supercollider,carltesta,other,1,1,peripheral
supercollider/supercollider,tremblap,other,4,1,peripheral
supercollider/supercollider,tremblap,source,9,1,peripheral
supercollider/supercollider,tremblap,test,1,1,peripheral
supercollider/supercollider,Spacechild1,source,120,54,core
supercollider/supercollider,Spacechild1,other,14,8,core
supercollider/supercollider,Spacechild1,documentation,4,3,core
supercollider/supercollider,paum3,other,27,22,core
supercollider/supercollider,paum3,source,4,3,core
supercollider/supercollider,SimonDeplat,other,297,5,peripheral
supercollider/supercollider,SimonDeplat,documentation,4,1,peripheral
supercollider/supercollider,SimonDeplat,config,8,1,peripheral
supercollider/supercollider,SimonDeplat,source,3,3,peripheral
supercollider/supercollider,nuss,other,27,18,core
supercollider/supercollider,nuss,config,2,2,core
supercollider/supercollider,nuss,source,9,1,core
supercollider/supercollider,nuss,documentation,1,1,core
supercollider/supercollider,cdbzb,other,7,4,peripheral
supercollider/supercollider,cdbzb,documentation,1,1,peripheral
supercollider/supercollider,lapnitnelav,documentation,1,1,peripheral
supercollider/supercollider,sonoro1234,documentation,14,13,core
supercollider/supercollider,sonoro1234,source,109,64,core
supercollider/supercollider,sonoro1234,other,11,5,core
supercollider/supercollider,juergenrmayer,other,1,1,peripheral
supercollider/supercollider,OzelotVanilla,other,3,2,peripheral
supercollider/supercollider,sadguitarius,source,3,3,peripheral
supercollider/supercollider,jpburstrom,source,1,1,peripheral
supercollider/supercollider,jpburstrom,other,3,3,peripheral
supercollider/supercollider,jpburstrom,documentation,2,2,peripheral
supercollider/supercollider,frenchy64,other,1,1,peripheral
supercollider/supercollider,frenchy64,source,2,1,peripheral
supercollider/supercollider,sonata-chen,source,1,1,peripheral
supercollider/supercollider,jrsurge,source,63,37,core
supercollider/supercollider,jrsurge,other,82,17,core
supercollider/supercollider,jrsurge,documentation,2,2,core
supercollider/supercollider,alexyuwen,other,1,1,peripheral
supercollider/supercollider,bgola,other,5,5,peripheral
supercollider/supercollider,bgola,source,6,6,peripheral
supercollider/supercollider,bgola,documentation,2,2,peripheral
supercollider/supercollider,silvanocerza,config,8,2,peripheral
supercollider/supercollider,muellmusik,other,666,251,core
supercollider/supercollider,muellmusik,source,944,211,core
supercollider/supercollider,muellmusik,documentation,73,32,core
supercollider/supercollider,muellmusik,test,7,2,core
supercollider/supercollider,muellmusik,config,4,1,core
supercollider/supercollider,joshpar,other,408,44,core
supercollider/supercollider,joshpar,source,336,46,core
supercollider/supercollider,joshpar,config,20,17,core
supercollider/supercollider,joshpar,documentation,82,35,core
supercollider/supercollider,joshpar,test,2,1,core
supercollider/supercollider,smoge,documentation,2,2,peripheral
supercollider/supercollider,smoge,other,1,1,peripheral
supercollider/supercollider,smoge,source,5,2,peripheral
supercollider/supercollider,scztt,config,83,66,core
supercollider/supercollider,scztt,documentation,236,68,core
supercollider/supercollider,scztt,other,2731,122,core
supercollider/supercollider,scztt,source,2328,204,core
supercollider/supercollider,scztt,test,33,9,core
supercollider/supercollider,elifieldsteel,other,23,23,core
supercollider/supercollider,Shu-AFK,other,1,1,peripheral
supercollider/supercollider,sirlensalot,other,12,1,peripheral
supercollider/supercollider,mossheim,other,2764,687,core
supercollider/supercollider,mossheim,config,168,138,core
supercollider/supercollider,mossheim,documentation,578,306,core
supercollider/supercollider,mossheim,source,3232,772,core
supercollider/supercollider,mossheim,test,32,7,core
supercollider/supercollider,miczac,other,53,34,core
supercollider/supercollider,miczac,documentation,2,2,core
supercollider/supercollider,miczac,source,1,1,core
supercollider/supercollider,madskjeldgaard,other,29,22,core
supercollider/supercollider,madskjeldgaard,source,4,1,core
supercollider/supercollider,Xeonacid,documentation,1,1,peripheral
supercollider/supercollider,totalgee,other,318,22,core
supercollider/supercollider,totalgee,source,28,14,core
supercollider/supercollider,totalgee,documentation,9,1,core
supercollider/supercollider,totalgee,config,4,2,core
supercollider/supercollider,dvzrv,other,8,3,core
supercollider/supercollider,dvzrv,documentation,39,21,core
supercollider/supercollider,dvzrv,source,5,4,core
supercollider/supercollider,dvzrv,config,1,1,core
supercollider/supercollider,gorenje,other,2,1,peripheral
supercollider/supercollider,mlang,other,32,15,core
supercollider/supercollider,mlang,source,53,7,core
supercollider/supercollider,jamiehodge,other,1,1,peripheral
supercollider/supercollider,pearcemerritt,other,1,1,peripheral
supercollider/supercollider,chkw-rks,other,3,3,peripheral
supercollider/supercollider,mttvn,other,1,1,peripheral
supercollider/supercollider,hectorgonzalezo,other,3,2,peripheral
supercollider/supercollider,olafklingt,other,2,2,peripheral
supercollider/supercollider,mstew2,other,1,1,peripheral
supercollider/supercollider,balzss,documentation,1,1,peripheral
supercollider/supercollider,grirgz,other,7,4,peripheral
supercollider/supercollider,mjsyts,other,1,1,peripheral
supercollider/supercollider,vitreo12,source,3,2,peripheral
supercollider/supercollider,vitreo12,other,1,1,peripheral
supercollider/supercollider,ibz,source,3,1,peripheral
supercollider/supercollider,tdug,other,5,2,peripheral
supercollider/supercollider,tdug,documentation,1,1,peripheral
supercollider/supercollider,novadeviator,other,7,7,peripheral
supercollider/supercollider,novadeviator,documentation,2,2,peripheral
supercollider/supercollider,avdrd,other,2,2,peripheral
supercollider/supercollider,Brandon-Yip,source,1,1,peripheral
supercollider/supercollider,forrcaho,other,5,5,peripheral
supercollider/supercollider,wolfgangschaltung,other,2,2,peripheral
supercollider/supercollider,alexhughk,other,2,2,peripheral
supercollider/supercollider,morfant,other,1,1,peripheral
supercollider/supercollider,miriamvoth,source,4,3,peripheral
supercollider/supercollider,miriamvoth,other,18,13,peripheral
supercollider/supercollider,jxa,other,1,1,peripheral
supercollider/supercollider,marcan,documentation,4,1,peripheral
supercollider/supercollider,marcan,source,14,4,peripheral
supercollider/supercollider,Sciss,source,1,1,peripheral
supercollider/supercollider,Sciss,other,8,7,peripheral
supercollider/supercollider,heretogo,other,1,1,peripheral
supercollider/supercollider,RhnSharma,other,1,1,peripheral
supercollider/supercollider,gusano,other,444,39,core
supercollider/supercollider,gusano,source,525,41,core
supercollider/supercollider,gusano,documentation,57,15,core
supercollider/supercollider,gusano,config,14,14,core
supercollider/supercollider,DoHITB,documentation,1,1,peripheral
supercollider/supercollider,JaimeClover,other,2,2,peripheral
supercollider/supercollider,nilninull,config,1,1,peripheral
supercollider/supercollider,nilninull,documentation,2,1,peripheral
supercollider/supercollider,nilninull,other,7,4,peripheral
supercollider/supercollider,nilninull,source,4,2,peripheral
supercollider/supercollider,danielmkarlsson,other,4,4,peripheral
supercollider/supercollider,laserbat,other,3,3,peripheral
supercollider/supercollider,laserbat,source,12,3,peripheral
supercollider/supercollider,laserbat,documentation,1,1,peripheral
supercollider/supercollider,smrg-lm,other,127,48,core
supercollider/supercollider,smrg-lm,documentation,6,6,core
supercollider/supercollider,smrg-lm,source,53,32,core
supercollider/supercollider,thormagnusson,other,7,7,peripheral
supercollider/supercollider,stevearc,other,2,2,peripheral
supercollider/supercollider,patrickdupuis,config,22,22,core
supercollider/supercollider,patrickdupuis,other,455,253,core
supercollider/supercollider,patrickdupuis,documentation,71,40,core
supercollider/supercollider,patrickdupuis,source,99,46,core
supercollider/supercollider,patrickdupuis,test,25,1,core
supercollider/supercollider,Dewb,other,1,1,peripheral
supercollider/supercollider,giuliomoro,documentation,8,3,peripheral
supercollider/supercollider,giuliomoro,source,25,3,peripheral
supercollider/supercollider,giuliomoro,other,20,1,peripheral
supercollider/supercollider,giuliomoro,config,1,1,peripheral
supercollider/supercollider,lukaprincic,other,3,3,peripheral
supercollider/supercollider,ooesili,source,1,1,peripheral
supercollider/supercollider,jmaibaum,documentation,1,1,peripheral
supercollider/supercollider,jhrr,other,1,1,peripheral
supercollider/supercollider,geoffroymontel,other,68,38,core
supercollider/supercollider,geoffroymontel,source,33,16,core
supercollider/supercollider,geoffroymontel,documentation,5,3,core
supercollider/supercollider,geoffroymontel,test,1,1,core
supercollider/supercollider,lilyinstarlight,source,1,1,peripheral
supercollider/supercollider,PoeppingT,other,1,1,peripheral
supercollider/supercollider,joslloand,other,2,1,peripheral
supercollider/supercollider,iani,other,6,6,peripheral
supercollider/supercollider,woolgathering,source,4,3,peripheral
supercollider/supercollider,woolgathering,other,3,2,peripheral
supercollider/supercollider,colin-axner,other,1,1,peripheral
supercollider/supercollider,fmiramar,other,2,2,peripheral
supercollider/supercollider,rbnpi,documentation,2,2,peripheral
supercollider/supercollider,RafaQ,other,2,2,peripheral
supercollider/supercollider,brunoruviaro,other,3,3,peripheral
supercollider/supercollider,TristanCacqueray,source,2,2,peripheral
supercollider/supercollider,miguel-negrao,documentation,9,8,core
supercollider/supercollider,miguel-negrao,other,89,42,core
supercollider/supercollider,miguel-negrao,source,72,28,core
supercollider/supercollider,miguel-negrao,config,2,2,core
supercollider/supercollider,davidgranstrom,other,23,15,peripheral
supercollider/supercollider,davidgranstrom,source,6,2,peripheral
supercollider/supercollider,eleses,other,49,44,core
supercollider/supercollider,eleses,source,2,2,core
supercollider/supercollider,frozenbears,other,8,8,peripheral
supercollider/supercollider,gurk,source,21,10,peripheral
supercollider/supercollider,gurk,other,4,3,peripheral
supercollider/supercollider,tsmtzs,other,1,1,peripheral
supercollider/supercollider,pmerrittpinterest,other,13,12,peripheral
supercollider/supercollider,claremacrae,source,7,6,peripheral
supercollider/supercollider,claremacrae,documentation,13,13,peripheral
supercollider/supercollider,noahadvs,other,1,1,peripheral
supercollider/supercollider,noahadvs,source,1,1,peripheral
supercollider/supercollider,nhthn,other,7,3,peripheral
supercollider/supercollider,nhthn,documentation,4,3,peripheral
supercollider/supercollider,nhthn,source,5,2,peripheral
supercollider/supercollider,nhthn,config,1,1,peripheral
supercollider/supercollider,snd1,source,14,1,peripheral
supercollider/supercollider,snd1,other,1,1,peripheral
supercollider/supercollider,htor,other,93,26,core
supercollider/supercollider,htor,config,2,2,core
supercollider/supercollider,htor,source,79,20,core
supercollider/supercollider,htor,documentation,21,7,core
supercollider/supercollider,musicmichaelc,other,8,8,peripheral
supercollider/supercollider,r-gr,source,3,1,peripheral
supercollider/supercollider,enrike,documentation,1,1,peripheral
supercollider/supercollider,weefuzzy,source,3,3,peripheral
supercollider/supercollider,apteryks,other,14,4,peripheral
supercollider/supercollider,apteryks,source,4,2,peripheral
supercollider/supercollider,khoin,other,3,3,peripheral
supercollider/supercollider,emlyn,documentation,1,1,peripheral
supercollider/supercollider,aspiers,other,28,23,core
supercollider/supercollider,aspiers,source,1,1,core
supercollider/supercollider,aspiers,config,2,2,core
supercollider/supercollider,colinsullivan,source,3,1,peripheral
supercollider/supercollider,smiarx,other,7,1,peripheral
supercollider/supercollider,smiarx,documentation,3,2,peripheral
supercollider/supercollider,smiarx,source,10,6,peripheral
supercollider/supercollider,sbl,other,2,2,peripheral
supercollider/supercollider,sbl,source,283,1,peripheral
supercollider/supercollider,ToldYaOnce,other,8,8,peripheral
supercollider/supercollider,catfact,source,1,1,peripheral
supercollider/supercollider,ritiek,documentation,2,2,peripheral
supercollider/supercollider,paullucas,source,4,1,peripheral
supercollider/supercollider,lvm,other,2,2,peripheral
supercollider/supercollider,mattkane218,other,2,1,peripheral
supercollider/supercollider,mattkane218,source,2,1,peripheral
supercollider/supercollider,timblechmann,source,12959,2232,core
supercollider/supercollider,timblechmann,documentation,864,450,core
supercollider/supercollider,timblechmann,other,4523,823,core
supercollider/supercollider,timblechmann,test,793,148,core
supercollider/supercollider,timblechmann,config,22,18,core
supercollider/supercollider,orbsmiv,documentation,7,6,peripheral
supercollider/supercollider,markwheeler,source,1,1,peripheral
supercollider/supercollider,shimpe,other,14,7,core
supercollider/supercollider,shimpe,source,68,40,core
supercollider/supercollider,shimpe,documentation,2,2,core
supercollider/supercollider,mrtnmgs,documentation,1,1,peripheral
supercollider/supercollider,wasamasa,other,1,1,peripheral
supercollider/supercollider,mneilsen,source,2,2,peripheral
supercollider/supercollider,simonvanderveldt,documentation,10,3,peripheral
supercollider/supercollider,simonvanderveldt,source,1,1,peripheral
supercollider/supercollider,g-roma,source,53,4,peripheral
supercollider/supercollider,g-roma,other,4,1,peripheral
supercollider/supercollider,g-roma,config,4,1,peripheral
supercollider/supercollider,g-roma,documentation,1,1,peripheral
supercollider/supercollider,widp,other,28,2,peripheral
supercollider/supercollider,widp,documentation,5,1,peripheral
supercollider/supercollider,vivid-synth,source,87,26,core
supercollider/supercollider,vivid-synth,other,66,22,core
supercollider/supercollider,vivid-synth,documentation,16,9,core
supercollider/supercollider,vivid-synth,config,1,1,core
supercollider/supercollider,brian235711,other,1,1,peripheral
supercollider/supercollider,fsateler,source,1,1,peripheral
supercollider/supercollider,fsateler,other,1,1,peripheral
supercollider/supercollider,AdrianBunk,source,1,1,peripheral
supercollider/supercollider,cianoc,other,19,16,peripheral
supercollider/supercollider,spluta,other,5,5,peripheral
supercollider/supercollider,dkmayer,other,5,5,peripheral
supercollider/supercollider,yurivict,source,2,2,peripheral
supercollider/supercollider,yurivict,documentation,3,1,peripheral
supercollider/supercollider,briansorahan,other,1,1,peripheral
supercollider/supercollider,kisielk,other,52,6,peripheral
supercollider/supercollider,kisielk,source,4,4,peripheral
supercollider/supercollider,hlolli,source,1,1,peripheral
supercollider/supercollider,bagong,source,759,32,core
supercollider/supercollider,bagong,other,227,75,core
supercollider/supercollider,bagong,config,10,10,core
supercollider/supercollider,bagong,documentation,196,94,core
supercollider/supercollider,bagong,test,35,3,core
supercollider/supercollider,privong,other,1,1,peripheral
supercollider/supercollider,timsutton,other,1,1,peripheral
supercollider/supercollider,shamazmazum,source,18,3,peripheral
supercollider/supercollider,shamazmazum,documentation,1,1,peripheral
supercollider/supercollider,susnux,documentation,5,3,peripheral
supercollider/supercollider,susnux,source,1,1,peripheral
supercollider/supercollider,susnux,other,1,1,peripheral
supercollider/supercollider,susnux,config,1,1,peripheral
supercollider/supercollider,michaeldzjap,documentation,1,1,peripheral
supercollider/supercollider,llloret,other,238,13,core
supercollider/supercollider,llloret,documentation,9,5,core
supercollider/supercollider,llloret,source,59,31,core
supercollider/supercollider,llloret,config,1,1,core
supercollider/supercollider,LucaDanieli,source,133,30,core
supercollider/supercollider,LucaDanieli,other,149,5,core
supercollider/supercollider,LucaDanieli,documentation,8,2,core
supercollider/supercollider,LucaDanieli,config,2,1,core
supercollider/supercollider,capocasa,other,4,4,peripheral
supercollider/supercollider,capocasa,source,1,1,peripheral
supercollider/supercollider,simdax,other,2,2,peripheral
supercollider/supercollider,defaultxr,other,3,2,peripheral
supercollider/supercollider,awson,source,2,2,peripheral
supercollider/supercollider,crucialfelix,documentation,135,60,core
supercollider/supercollider,crucialfelix,other,855,278,core
supercollider/supercollider,crucialfelix,source,364,49,core
supercollider/supercollider,crucialfelix,config,8,7,core
supercollider/supercollider,cappelnord,other,10,8,peripheral
supercollider/supercollider,cappelnord,source,2,2,peripheral
supercollider/supercollider,cappelnord,documentation,4,2,peripheral
supercollider/supercollider,cappelnord,config,1,1,peripheral
supercollider/supercollider,danstowell,source,2293,382,core
supercollider/supercollider,danstowell,other,2327,672,core
supercollider/supercollider,danstowell,documentation,149,97,core
supercollider/supercollider,danstowell,config,14,14,core
